person_id,age,income,employment_status,education_level
P000001498,25,N/A,Employed,Bachelor
P000001499,49,52500,Student,Associate
P000001500,26,37400,Employed,Bachelor
P000001501,39,71900,Employed,PhD
P000001502,30,51500,Self-Employed,Master
P000001503,50,63300,Employed,Bachelor
P000001504,77,57800,Retired,Master
P000001505,49,51100,Employed,Bachelor
P000001506,32,36500,Student,Bachelor
P000001507,22,38200,Student,PhD
P000001508,22,28400,Student,Master
P000001509,32,55400,Employed,PhD
P000001510,33,53100,Student,Master
P000001511,26,41200,Student,Bachelor
P000001512,51,88400,Student,PhD
P000001513,55,39600,Self-Employed,Associate
P000001514,32,25900,Retired,High School
P000001515,54,41300,Retired,Associate
P000001516,43,46700,Self-Employed,Bachelor
P000001517,50,42200,Unemployed,Associate
P000001518,40,50800,Unemployed,Bachelor
P000001519,60,33900,Employed,Associate
P000001520,65,32500,Retired,High School
P000001521,50,33500,Student,High School
P000001522,32,38300,Self-Employed,Bachelor
P000001523,41,43700,Employed,Associate
P000001524,30,21400,Unemployed,High School
P000001525,65,53000,Employed,Bachelor
P000001526,53,57800,Retired,Bachelor
P000001527,53,50300,Employed,Bachelor
P000001528,35,95100,Unemployed,PhD
P000001529,33,33800,Unemployed,Bachelor
P000001530,21,26800,Employed,Master
P000001531,43,51000,Unemployed,Bachelor
P000001532,61,48300,Self-Employed,Bachelor
P000001533,49,59600,Retired,Bachelor
P000001534,34,45100,Employed,Master
P000001535,42,38500,Employed,Associate
P000001536,20,25200,Unemployed,Bachelor
P000001537,46,44100,Self-Employed,Associate
P000001538,39,56900,Employed,Bachelor
P000001539,47,39800,Employed,Associate
P000001540,34,36700,Employed,Bachelor
P000001541,21,24400,Unemployed,Bachelor
P000001542,34,29000,Self-Employed,Associate
P000001543,42,58900,Student,Bachelor
P000001544,31,30800,Employed,Associate
P000001545,30,27700,Student,Associate
P000001546,46,81800,Student,Master
P000001547,48,85200,Student,PhD
P000001548,48,65500,Employed,Bachelor
P000001549,19,34100,Student,PhD
P000001550,29,27800,Employed,Associate
P000001551,34,33100,Employed,Associate
P000001552,40,49800,Unemployed,Bachelor
P000001553,40,71000,Student,Master
P000001554,26,42800,Employed,Bachelor
P000001555,30,23500,Student,High School
P000001556,40,59300,Retired,Bachelor
P000001557,34,35500,Retired,Bachelor
P000001558,37,49300,Employed,Bachelor
P000001559,33,65800,Employed,PhD
P000001560,53,38500,Retired,High School
P000001561,63,55400,Self-Employed,Master
P000001562,33,33200,Student,Bachelor
P000001563,41,68900,Employed,Master
P000001564,23,26000,Unemployed,Master
P000001565,59,43100,Employed,Associate
P000001566,47,47500,Employed,Associate
P000001567,44,45800,Employed,Bachelor
P000001568,64,65600,Self-Employed,Master
P000001569,39,35700,Retired,Associate
P000001570,23,21900,Unemployed,Bachelor
P000001571,44,57900,Employed,Bachelor
P000001572,37,72700,Unemployed,PhD
P000001573,46,60000,Employed,Bachelor
P000001574,37,77000,Employed,Master
P000001575,40,53200,Student,Bachelor
P000001576,29,55900,Retired,PhD
P000001577,32,38000,Student,Bachelor
P000001578,66,34700,Retired,Associate
P000001579,65,54500,Retired,Master
P000001580,31,41300,Retired,Bachelor
P000001581,41,58600,Employed,Master
P000001582,23,18900,Student,Bachelor
P000001583,32,21400,Employed,High School
P000001584,45,78200,Self-Employed,Master
P000001585,43,53500,Self-Employed,Bachelor
P000001586,30,33000,Employed,Bachelor
P000001587,53,106600,Employed,PhD
P000001588,30,47600,Self-Employed,Master
P000001589,50,58700,Employed,Bachelor
P000001590,32,42700,Student,Bachelor
P000001591,45,60400,Employed,Bachelor
P000001592,49,49500,Employed,Bachelor
P000001593,59,48800,Employed,Bachelor
P000001594,24,34800,Student,PhD
P000001595,40,52700,Self-Employed,Bachelor
P000001596,30,36200,Employed,Bachelor
P000001597,18,15200,Student,High School
P000001598,29,42600,Self-Employed,Master
P000001599,61,53000,Employed,Bachelor
P000001600,40,74300,Student,Master
P000001601,31,41100,Student,Bachelor
P000001602,38,72800,Retired,PhD
P000001603,44,32900,Employed,High School
P000001604,29,39500,Retired,Bachelor
P000001605,51,60100,Unemployed,Bachelor
P000001606,43,44000,Retired,Associate
P000001607,26,38000,Employed,Bachelor
P000001608,-5,3000,Employed,Bachelor
P000001609,35,53700,Self-Employed,Bachelor
P000001610,40,42800,Employed,Associate
P000001611,27,22700,Unemployed,High School
P000001612,66,42400,Self-Employed,Bachelor
P000001613,44,72800,Student,PhD
P000001614,38,45600,Self-Employed,Bachelor
P000001615,47,92100,Student,PhD
P000001616,39,87300,Retired,PhD
P000001617,35,42000,Employed,Associate
P000001618,37,55200,Student,Bachelor
P000001619,41,59300,Self-Employed,Master
P000001620,36,59600,Unemployed,Bachelor
P000001621,30,36700,Employed,Bachelor
P000001622,30,45400,Employed,Master
P000001623,47,41700,Student,High School
P000001624,31,37500,Employed,Bachelor
P000001625,29,46600,Retired,Master
P000001626,33,36400,Employed,Bachelor
P000001627,51,49100,Unemployed,Associate
P000001628,45,106300,Retired,PhD
P000001629,47,65000,Retired,Bachelor
P000001630,25,32900,Student,Associate
P000001631,40,71200,Employed,PhD
P000001632,61,46500,Employed,Bachelor
P000001633,53,63600,Employed,Bachelor
P000001634,24,31600,Unemployed,Master
P000001635,41,75000,Employed,PhD
P000001636,39,59400,Employed,Bachelor
P000001637,21,18900,Unemployed,Bachelor
P000001638,33,32800,Retired,Bachelor
P000001639,35,46100,Retired,Bachelor
P000001640,59,80000,Employed,PhD
P000001641,46,38700,Student,High School
P000001642,48,42900,Employed,Associate
P000001643,45,51000,Employed,Bachelor
P000001644,52,54800,Self-Employed,Bachelor
P000001645,63,34100,Employed,High School
P000001646,63,54100,Employed,Bachelor
P000001647,36,41500,Employed,Associate
P000001648,36,55000,Student,Bachelor
P000001649,56,51000,Retired,Bachelor
P000001650,32,50900,Employed,Master
P000001651,19,26300,Student,Master
P000001652,49,37000,Self-Employed,High School
P000001653,35,52200,Student,Bachelor
P000001654,57,33200,Employed,High School
P000001655,33,24500,Employed,High School
P000001656,27,27900,Employed,Associate
P000001657,19,31400,Student,PhD
P000001658,38,66800,Employed,Master
P000001659,22,12500,Student,High School
P000001660,25,61000,Unemployed,PhD
P000001661,22,15700,Student,Associate
P000001662,42,75600,Student,Master
P000001663,41,37300,Employed,Associate
P000001664,42,53200,Self-Employed,Bachelor
P000001665,60,27200,Self-Employed,High School
P000001666,20,25100,Student,Bachelor
P000001667,41,56900,Student,Bachelor
P000001668,52,53200,Self-Employed,Associate
P000001669,24,18400,Employed,Associate
P000001670,45,41600,Unemployed,High School
P000001671,31,45200,Employed,Master
P000001672,36,55900,Employed,Bachelor
P000001673,38,59200,Unemployed,Bachelor
P000001674,29,37500,Employed,Bachelor
P000001675,45,76900,Employed,Master
P000001676,48,42400,Unemployed,Associate
P000001677,39,59200,Employed,Bachelor
P000001678,29,38400,Employed,Bachelor
P000001679,46,53900,Employed,Bachelor
P000001680,57,65200,Retired,Master
P000001681,56,55100,Student,Master
P000001682,44,36400,Employed,High School
P000001683,43,45900,Retired,Bachelor
P000001684,31,26500,Employed,Associate
P000001685,37,45100,Employed,Bachelor
P000001686,44,58900,Employed,Master
P000001687,37,38300,Employed,High School
P000001688,32,27000,Unemployed,High School
P000001689,18,35200,Student,PhD
P000001690,38,74100,Employed,Master
P000001691,60,51300,Employed,Bachelor
P000001692,62,35800,Retired,High School
P000001693,33,41400,Employed,Bachelor
P000001694,43,77100,Employed,PhD
P000001695,32,32600,Employed,Bachelor
P000001696,39,49100,Employed,Bachelor
P000001697,35,30800,Student,High School
P000001698,twentyfive,3000,Employed,Bachelor
P000001699,37,61100,Employed,Master
P000001700,45,73600,Retired,Master
P000001701,36,74700,Retired,Master
P000001702,47,83700,Retired,PhD
P000001703,31,24400,Self-Employed,High School
P000001704,40,82400,Unemployed,PhD
P000001705,42,76600,Retired,PhD
P000001706,48,85700,Retired,Master
P000001707,47,35100,Employed,High School
P000001708,32,64300,Self-Employed,PhD
P000001709,-5,3000,Employed,Bachelor
P000001710,63,32400,Retired,High School
P000001711,48,79800,Retired,Master
P000001712,37,42800,Self-Employed,Associate
P000001713,59,36200,Retired,Associate
P000001714,25,N/A,Employed,Bachelor
P000001715,20,22600,Student,Bachelor
P000001716,54,65400,Retired,Master
P000001717,50,62600,Unemployed,Bachelor
P000001718,24,18700,Student,Bachelor
P000001719,25,30400,Retired,Associate
P000001720,33,56800,Employed,PhD
P000001721,36,93000,Employed,PhD
P000001722,41,76800,Employed,PhD
P000001723,54,44700,Employed,Associate
P000001724,30,49100,Employed,Master
P000001725,48,37400,Employed,High School
P000001726,47,51300,Employed,Bachelor
P000001727,31,51800,Unemployed,Master
P000001728,32,21400,Unemployed,High School
P000001729,41,83400,Retired,PhD
P000001730,70,43900,Self-Employed,Bachelor
P000001731,19,22500,Student,Bachelor
P000001732,30,34900,Unemployed,Bachelor
P000001733,33,29200,Unemployed,Associate
P000001734,36,56300,Employed,Bachelor
P000001735,37,47800,Unemployed,Bachelor
P000001736,47,85000,Employed,Master
P000001737,25,N/A,Employed,Bachelor
P000001738,37,44300,Retired,Associate
P000001739,40,72000,Unemployed,Master
P000001740,39,52200,Employed,Bachelor
P000001741,55,27300,Self-Employed,High School
P000001742,44,57600,Employed,Bachelor
P000001743,56,86000,Self-Employed,PhD
P000001744,36,51600,Employed,Bachelor
P000001745,21,29000,Employed,Master
P000001746,42,63100,Retired,Master
P000001747,47,42000,Employed,High School
P000001748,54,75300,Employed,Master
P000001749,36,76400,Employed,Master
P000001750,66,55900,Employed,Master
P000001751,26,38200,Employed,Bachelor
P000001752,56,59100,Employed,Master
P000001753,39,65200,Employed,Master
P000001754,21,23800,Student,Bachelor
P000001755,38,54100,Employed,Bachelor
P000001756,33,48600,Employed,Master
P000001757,42,81200,Employed,PhD
P000001758,56,43100,Unemployed,Associate
P000001759,58,34000,Employed,High School
P000001760,32,25100,Retired,High School
P000001761,52,61000,Student,Bachelor
P000001762,33,25300,Employed,High School
P000001763,54,84700,Employed,Master
P000001764,41,56200,Employed,Bachelor
P000001765,50,51100,Retired,Associate
P000001766,36,44700,Employed,Bachelor
P000001767,47,89700,Self-Employed,PhD
P000001768,26,39500,Employed,Bachelor
P000001769,50,60000,Student,Bachelor
P000001770,36,76900,Retired,Master
P000001771,39,56800,Employed,Bachelor
P000001772,36,30300,Student,High School
P000001773,61,51400,Retired,Bachelor
P000001774,29,38700,Employed,Bachelor

P000001776,78,56300,Retired,Master
P000001777,35,29200,Student,High School
P000001778,25,43400,Student,Bachelor
P000001779,39,55600,Student,Bachelor
P000001780,56,49600,Retired,Bachelor
P000001781,55,38400,Self-Employed,Associate
P000001782,44,67000,Self-Employed,Master
P000001783,73,53900,Retired,Bachelor
P000001784,34,41000,Retired,Bachelor
P000001785,30,32500,Employed,Bachelor
P000001786,25,42500,Employed,Bachelor
P000001787,22,22800,Student,Bachelor
P000001788,28,39600,Employed,Bachelor
P000001789,60,39900,Employed,Associate
P000001790,46,67600,Student,Master
P000001791,25,66100,Employed,PhD
P000001792,40,69400,Student,Master
P000001793,36,48300,Employed,Bachelor
P000001794,33,27100,Student,Associate
P000001795,35,37600,Employed,Associate
P000001796,20,22100,Student,Bachelor
P000001797,20,28800,Unemployed,Master
P000001798,43,53400,Unemployed,Bachelor
P000001799,50,64800,Self-Employed,Bachelor
P000001800,41,75200,Employed,PhD
P000001801,27,28400,Employed,Associate
P000001802,46,74200,Unemployed,Master
P000001803,30,24400,Employed,High School
P000001804,54,60000,Employed,Bachelor
P000001805,40,74500,Self-Employed,PhD
P000001806,68,69900,Employed,Master
P000001807,27,26900,Retired,Associate
P000001808,37,35300,Employed,High School
P000001809,33,41200,Employed,Bachelor
P000001810,47,73100,Employed,Master
P000001811,19,19900,Unemployed,Bachelor
P000001812,33,26500,Employed,Associate
P000001813,43,35400,Employed,Associate
P000001814,32,21300,Self-Employed,High School
P000001815,22,19800,Unemployed,Bachelor
P000001816,56,31200,Retired,High School
P000001817,50,53400,Retired,Bachelor
P000001818,22,19800,Student,Bachelor
P000001819,36,50700,Student,Bachelor
P000001820,19,24600,Unemployed,Bachelor
P000001821,22,18000,Student,Associate
P000001822,18,26800,Student,Master
P000001823,41,50100,Employed,Bachelor
P000001824,41,57100,Employed,Bachelor
P000001825,58,88200,Unemployed,PhD
P000001826,67,42300,Employed,Bachelor
P000001827,63,68700,Employed,Master
P000001828,25
P000001829,67,47300,Employed,Bachelor
P000001830,twentyfive,3000,Employed,Bachelor
P000001831,52,51900,Retired,Associate
P000001832,50,40600,Employed,High School
P000001833,31,47300,Employed,Master
P000001834,33,33500,Employed,Bachelor
P000001835,-5,3000,Employed,Bachelor
P000001836,20,22500,Student,Bachelor
P000001837,49,58600,Employed,Bachelor
P000001838,21,37000,Student,PhD
P000001839,34,49400,Unemployed,Master
P000001840,41,50000,Unemployed,Bachelor
P000001841,52,79700,Unemployed,Master
P000001842,33,27200,Employed,Associate
P000001843,32,39300,Self-Employed,Bachelor
P000001844,54,83500,Employed,PhD
P000001845,18,19900,Student,Bachelor
P000001846,42,38900,Unemployed,High School
P000001847,49,59500,Student,Bachelor
P000001848,51,39700,Employed,High School
P000001849,37,56600,Employed,Bachelor
P000001850,43,33100,Unemployed,High School
P000001851,40,57500,Employed,Bachelor
P000001852,52,79200,Employed,PhD
P000001853,23,22200,Student,Bachelor
P000001854,54,86400,Employed,Master
P000001855,40,62800,Employed,Master
P000001856,28,33800,Retired,Bachelor
P000001857,37,32100,Employed,High School
P000001858,40,48500,Unemployed,Bachelor
P000001859,twentyfive,3000,Employed,Bachelor
P000001860,21,20200,Student,Associate
P000001861,24,20600,Student,Bachelor
P000001862,49,80200,Employed,Master
P000001863,23,25000,Student,Master
P000001864,28,28800,Employed,Associate
P000001865,24,21800,Student,Bachelor
P000001866,32,34000,Retired,Bachelor
P000001867,31,32100,Student,Associate
P000001868,36,48300,Employed,Bachelor
P000001869,59,64400,Employed,Master
P000001870,23,21500,Student,Bachelor
P000001871,37,37500,Employed,High School
P000001872,45,93300,Employed,PhD
P000001873,20,23600,Employed,Bachelor
P000001874,42,47000,Employed,Bachelor
P000001875,30,32600,Unemployed,Associate
P000001876,43,60500,Employed,Master
P000001877,19,18900,Student,Associate
P000001878,50,52700,Retired,Bachelor
P000001879,26,43500,Employed,Master
P000001880,60,27400,Employed,High School
P000001881,29,24000,Employed,High School
P000001882,38,29500,Retired,High School
P000001883,45,66400,Employed,Master
P000001884,41,46200,Employed,Bachelor
P000001885,38,46300,Employed,Bachelor
P000001886,29,37800,Employed,Bachelor
P000001887,40,68100,Employed,Master
P000001888,29,45600,Employed,Master
P000001889,46,52700,Employed,Associate
P000001890,62,54400,Retired,Master
P000001891,34,51700,Unemployed,Master
P000001892,49,77200,Self-Employed,Master
P000001893,37,61000,Employed,Master
P000001894,40,50000,Employed,Bachelor
P000001895,23,15000,Student,Associate
P000001896,56,41400,Student,Associate
P000001897,42,33000,Employed,High School
P000001898,29,32700,Student,Bachelor
P000001899,67,42000,Retired,Bachelor
P000001900,27,45900,Employed,Master
P000001901,55,54800,Student,Bachelor
P000001902,26,47200,Employed,Master
P000001903,49,62800,Employed,Bachelor
P000001904,22,24300,Student,Bachelor
P000001905,35,55500,Retired,Bachelor
P000001906,46,54100,Employed,Bachelor
P000001907,36,92500,Student,PhD
P000001908,56,52300,Unemployed,Bachelor
P000001909,52,66100,Student,Master
P000001910,28,26900,Student,High School
P000001911,42,38600,Student,Associate
P000001912,33,49600,Employed,Master
P000001913,26,45600,Employed,Master
P000001914,21,25600,Employed,Master
P000001915,48,45600,Employed,Associate
P000001916,31,44100,Retired,Master
P000001917,46,51900,Self-Employed,Bachelor
P000001918,50,84200,Employed,PhD
P000001919,twentyfive,3000,Employed,Bachelor
P000001920,29,24200,Employed,High School
P000001921,18,25100,Employed,Master
P000001922,28,40800,Employed,Bachelor
P000001923,40,51500,Unemployed,Bachelor
P000001924,20,31900,Student,PhD
P000001925,39,59500,Employed,Bachelor
P000001926,41,34200,Retired,High School
P000001927,40,92800,Student,PhD
P000001928,28,43200,Employed,Master
P000001929,29,32600,Employed,Bachelor
P000001930,37,53900,Student,Bachelor
P000001931,36,40200,Employed,Associate
P000001932,39,76600,Student,Master
P000001933,22,19600,Student,Bachelor
P000001934,46,65900,Retired,Bachelor
P000001935,19,21400,Employed,Bachelor
P000001936,25
P000001937,20,28400,Student,Master
P000001938,32,46500,Self-Employed,Master
P000001939,32,40900,Employed,Bachelor
P000001940,64,43800,Retired,Associate
P000001941,28,23500,Employed,High School
P000001942,58,33400,Employed,High School
P000001943,39,53800,Self-Employed,Bachelor
P000001944,59,42800,Employed,Bachelor
P000001945,27,54000,Employed,Master
P000001946,56,43100,Employed,Bachelor
P000001947,25,55900,Retired,PhD
P000001948,36,38900,Student,High School
P000001949,56,44300,Retired,Bachelor
P000001950,42,32200,Retired,High School
P000001951,30,46300,Retired,Master
P000001952,32,56700,Student,PhD
P000001953,68,51000,Employed,Bachelor
P000001954,34,34300,Employed,Bachelor
P000001955,42,36800,Employed,Associate
P000001956,38,71200,Employed,PhD
P000001957,23,12800,Student,High School
P000001958,36,50500,Retired,Bachelor
P000001959,47,34700,Student,High School
P000001960,40,57600,Employed,Master
P000001961,47,52300,Self-Employed,Bachelor
P000001962,50,89600,Self-Employed,PhD
P000001963,41,43700,Employed,Associate
P000001964,32,25400,Student,High School

P000001966,39,54400,Self-Employed,Bachelor
P000001967,61,53300,Unemployed,Bachelor
P000001968,22,15900,Student,Associate
P000001969,26,34400,Self-Employed,Bachelor
P000001970,49,85900,Self-Employed,Master
P000001971,47,101400,Employed,PhD
P000001972,41,66600,Student,Master
P000001973,27,37000,Employed,Bachelor
P000001974,48,60500,Employed,Bachelor
P000001975,52,42700,Self-Employed,Associate
P000001976,19,21100,Unemployed,Bachelor
P000001977,23,18700,Employed,Bachelor
P000001978,30,30800,Employed,Associate
P000001979,36,79800,Student,PhD
P000001980,31,40000,Student,Bachelor
P000001981,37,52000,Employed,Bachelor
P000001982,28,68100,Employed,PhD
P000001983,42,45100,Employed,Bachelor
P000001984,35,68600,Employed,Master
P000001985,48,71500,Employed,Master
P000001986,43,69900,Employed,Master
P000001987,23,25100,Employed,Bachelor
P000001988,32,65300,Employed,PhD
P000001989,48,58100,Self-Employed,Bachelor
P000001990,49,78200,Employed,Master
P000001991,61,47100,Employed,Bachelor
P000001992,23,31800,Student,PhD
P000001993,51,54000,Self-Employed,Bachelor
P000001994,34,32500,Employed,Associate
P000001995,66,27200,Retired,High School
P000001996,23,23000,Student,Bachelor
P000001997,55,84700,Retired,PhD

P000001999,35,59400,Employed,Bachelor
P000002000,39,58400,Self-Employed,Bachelor
P000002001,18,18700,Student,Bachelor
P000002002,60,45800,Employed,Bachelor
P000002003,37,37900,Unemployed,Associate
P000002004,29,36100,Employed,Bachelor
P000002005,37,58700,Employed,Bachelor
P000002006,45,55600,Student,Bachelor
P000002007,59,28000,Employed,High School
P000002008,68,34300,Retired,High School
P000002009,25,N/A,Employed,Bachelor
P000002010,44,47800,Retired,Associate
P000002011,52,102200,Retired,PhD
P000002012,40,46500,Employed,Associate
P000002013,48,91600,Unemployed,PhD
P000002014,44,41700,Employed,Associate
P000002015,20,29000,Student,Master
P000002016,46,69300,Employed,Master
P000002017,21,20500,Employed,Bachelor
P000002018,24,13500,Student,High School
P000002019,44,50100,Employed,Bachelor
P000002020,54,65500,Employed,Bachelor
P000002021,45,60600,Employed,Bachelor
P000002022,47,56300,Self-Employed,Bachelor
P000002023,40,52600,Unemployed,Bachelor
P000002024,35,93800,Retired,PhD
P000002025,40,58900,Employed,Master
P000002026,27,41000,Employed,Bachelor
P000002027,33,32900,Retired,Bachelor
P000002028,35,29800,Employed,High School
P000002029,42,76700,Employed,Master
P000002030,36,79800,Employed,PhD
P000002031,25,N/A,Employed,Bachelor
P000002032,44,57200,Unemployed,Bachelor
P000002033,44,36700,Student,High School
P000002034,46,60600,Employed,Bachelor
P000002035,33,34500,Employed,Bachelor
P000002036,62,54000,Employed,Bachelor
P000002037,47,56800,Employed,Bachelor
P000002038,26,32500,Employed,Associate
P000002039,25
P000002040,44,56900,Retired,Bachelor
P000002041,56,51500,Student,Bachelor
P000002042,29,31000,Employed,Associate
P000002043,38,68700,Employed,Master
P000002044,42,53600,Employed,Bachelor
P000002045,24,20100,Student,Bachelor
P000002046,74,43700,Retired,Associate
P000002047,36,47900,Retired,Bachelor
P000002048,32,27500,Unemployed,High School
P000002049,39,45100,Employed,Bachelor
P000002050,31,64000,Student,PhD
P000002051,28,36200,Employed,Bachelor
P000002052,68,49100,Retired,Bachelor
P000002053,45,61600,Employed,Bachelor
P000002054,38,45100,Employed,Bachelor
P000002055,38,83600,Self-Employed,PhD
P000002056,19,22300,Unemployed,Bachelor
P000002057,62,48700,Employed,Bachelor
P000002058,58,38600,Employed,Associate
P000002059,29,40900,Unemployed,Bachelor
P000002060,42,71300,Employed,PhD
P000002061,31,43500,Self-Employed,Master
P000002062,24,25200,Student,Bachelor
P000002063,23,23300,Unemployed,Bachelor
P000002064,54,54200,Employed,Bachelor
P000002065,43,55100,Student,Bachelor
P000002066,40,36200,Student,High School
P000002067,25,35000,Employed,Bachelor
P000002068,33,32800,Unemployed,Associate
P000002069,29,40200,Employed,Bachelor
P000002070,34,36400,Employed,Bachelor
P000002071,23,20900,Employed,Bachelor
P000002072,46,66000,Employed,Master
P000002073,20,24400,Student,Bachelor
P000002074,44,51600,Self-Employed,Bachelor
P000002075,51,65900,Employed,Bachelor
P000002076,30,24900,Employed,High School
P000002077,20,25300,Employed,Master
P000002078,31,50500,Self-Employed,Master
P000002079,40,40500,Employed,Associate
P000002080,34,53600,Unemployed,PhD
P000002081,39,32900,Retired,High School
P000002082,43,41600,Retired,Associate
P000002083,36,45700,Student,Bachelor
P000002084,39,67200,Retired,Master
P000002085,32,38300,Retired,Bachelor
P000002086,36,47600,Employed,Associate
P000002087,53,50500,Student,Bachelor
P000002088,25
P000002089,21,20100,Student,Bachelor
P000002090,21,27900,Employed,Master
P000002091,43,76100,Employed,Master
P000002092,27,40100,Self-Employed,Bachelor
P000002093,40,47100,Employed,Bachelor
P000002094,37,55600,Employed,Bachelor
P000002095,67,44300,Retired,Bachelor
P000002096,39,60500,Unemployed,Master
P000002097,20,15500,Unemployed,High School
P000002098,30,55000,Employed,Master
P000002099,28,35200,Student,Bachelor
P000002100,35,40100,Self-Employed,Associate
P000002101,21,16200,Employed,Associate
P000002102,56,54600,Employed,Bachelor
P000002103,39,85400,Employed,PhD
P000002104,23,24000,Student,Bachelor
P000002105,58,57400,Self-Employed,Master
P000002106,27,27500,Employed,Associate
P000002107,61,82100,Employed,PhD
P000002108,44,91300,Employed,PhD
P000002109,28,27800,Retired,High School
P000002110,25
P000002111,37,38400,Employed,High School
P000002112,47,95100,Student,PhD
P000002113,39,54700,Employed,Bachelor
P000002114,46,56200,Employed,Bachelor
P000002115,21,23600,Unemployed,Bachelor
P000002116,40,74600,Employed,Master
P000002117,47,42900,Unemployed,Associate
P000002118,25,33600,Student,Bachelor
P000002119,32,69100,Employed,PhD
P000002120,41,70600,Employed,Master
P000002121,56,52700,Employed,Bachelor
P000002122,51,48500,Employed,Associate
P000002123,52,64500,Student,Master
P000002124,28,26900,Employed,Associate
P000002125,33,43100,Employed,Bachelor
P000002126,66,44700,Employed,Bachelor
P000002127,29,28200,Employed,Associate
P000002128,28,40700,Employed,Bachelor
P000002129,30,38300,Unemployed,Bachelor
P000002130,44,40800,Employed,Associate
P000002131,28,31300,Unemployed,Associate
P000002132,33,34400,Self-Employed,Bachelor
P000002133,67,61200,Retired,Master
P000002134,22,27000,Employed,Master
P000002135,30,38600,Unemployed,Bachelor
P000002136,26,37100,Unemployed,Bachelor
P000002137,72,82000,Self-Employed,PhD
P000002138,46,65900,Employed,Master
P000002139,47,62200,Employed,Bachelor
P000002140,43,71400,Employed,Master
P000002141,44,46200,Unemployed,Bachelor
P000002142,32,24800,Employed,High School
P000002143,43,37900,Employed,High School
P000002144,54,80400,Student,Master
P000002145,36,32400,Retired,High School
P000002146,41,72300,Self-Employed,PhD
P000002147,43,57900,Employed,Bachelor
P000002148,33,45800,Unemployed,Master
P000002149,30,42200,Self-Employed,Master
P000002150,60,54300,Self-Employed,Master
P000002151,24,19500,Student,Associate
P000002152,37,43200,Self-Employed,Associate
P000002153,50,61100,Self-Employed,Bachelor
P000002154,25,59800,Employed,PhD
P000002155,24,28200,Student,Master
P000002156,70,83700,Retired,PhD
P000002157,37,56700,Unemployed,Bachelor
P000002158,35,48400,Retired,Bachelor
P000002159,56,69500,Employed,PhD
P000002160,34,54100,Student,Master
P000002161,47,83700,Self-Employed,PhD
P000002162,40,65900,Employed,Master
P000002163,27,24400,Employed,High School
P000002164,57,50700,Self-Employed,Bachelor
P000002165,60,52700,Employed,Bachelor
P000002166,21,17700,Student,Associate
P000002167,42,33200,Employed,High School
P000002168,52,43200,Retired,High School
P000002169,53,88600,Retired,PhD
P000002170,40,47200,Employed,Bachelor
P000002171,54,58600,Retired,Bachelor
P000002172,35,31300,Unemployed,High School
P000002173,20,15700,Unemployed,High School
P000002174,23,17100,Unemployed,Associate
P000002175,35,67400,Employed,Master
P000002176,75,53200,Retired,Master
P000002177,29,42700,Employed,Master
P000002178,39,95100,Employed,PhD
P000002179,30,42300,Employed,Bachelor
P000002180,41,35500,Self-Employed,Associate
P000002181,30,38700,Employed,Bachelor
P000002182,34,43200,Employed,Master
P000002183,57,53700,Self-Employed,Bachelor
P000002184,40,56900,Employed,Bachelor
P000002185,30,50500,Employed,Master
P000002186,25,36000,Employed,Bachelor
P000002187,38,58400,Self-Employed,Bachelor
P000002188,42,95300,Employed,PhD
P000002189,27,44700,Employed,Master
P000002190,43,74200,Self-Employed,Master
P000002191,63,43200,Employed,Bachelor
P000002192,39,51600,Employed,Bachelor
P000002193,18,25200,Unemployed,Bachelor
P000002194,49,99500,Retired,PhD
P000002195,22,25000,Unemployed,Bachelor
P000002196,31,49700,Employed,Master
P000002197,35,31900,Employed,High School
P000002198,30,41700,Employed,Bachelor
P000002199,48,63600,Retired,Bachelor
P000002200,29,31500,Self-Employed,Associate
P000002201,53,38700,Unemployed,High School
P000002202,31,21000,Employed,High School
P000002203,35,58900,Student,Bachelor
P000002204,26,47000,Employed,Master
P000002205,52,53100,Unemployed,Associate
P000002206,29,66500,Student,PhD
P000002207,41,47700,Student,Associate
P000002208,46,50200,Self-Employed,Bachelor
P000002209,43,40700,Employed,Associate
P000002210,21,29100,Employed,Master
P000002211,46,54900,Retired,Bachelor
P000002212,51,93200,Employed,PhD
P000002213,55,54900,Employed,Master
P000002214,46,71200,Employed,Master

P000002216,43,61800,Self-Employed,Master
P000002217,29,35800,Employed,Bachelor
P000002218,44,60500,Retired,Master
P000002219,36,49300,Employed,Bachelor
P000002220,46,50400,Employed,Associate
P000002221,52,43000,Employed,High School
P000002222,40,36100,Employed,Associate
P000002223,27,39000,Self-Employed,Bachelor
P000002224,40,53200,Retired,Bachelor
P000002225,38,43400,Retired,Associate
P000002226,37,48800,Self-Employed,Bachelor
P000002227,32,58200,Employed,PhD
P000002228,27,64600,Retired,PhD
P000002229,38,44700,Employed,Bachelor
P000002230,53,73200,Employed,Master
P000002231,39,61100,Employed,Master
P000002232,31,34900,Retired,Bachelor
P000002233,42,74900,Student,Master
P000002234,22,22000,Student,Bachelor
P000002235,42,38300,Self-Employed,Associate
P000002236,29,46500,Employed,Master
P000002237,22,19500,Student,Bachelor
P000002238,53,68100,Employed,Master
P000002239,23,25300,Employed,Bachelor
P000002240,54,49400,Employed,Bachelor
P000002241,34,26100,Self-Employed,Associate
P000002242,50,62400,Self-Employed,Bachelor
